# Smallest time delta is   9.536743164062500E-007
#     Size  Iter         FILL                COPY                 DAXPY                 DOT
     2010   200   4.84   5.33   5.39  75.45  83.60  84.40 114.28 128.69 130.04  32.85  35.88  36.19
     2433   200   5.42   5.46   5.46  49.72  55.31  56.72  59.41  60.48  61.20  35.35  35.79  35.87
     2945   200   4.95   5.43   5.47  47.64  52.47  54.46  53.04  57.66  58.57  32.95  35.84  36.16
     3566   200   5.40   5.45   5.45  48.11  52.76  55.75  57.75  59.33  59.99  35.51  36.05  36.13
     4316   200   5.35   5.45   5.46  46.69  50.96  54.00  57.39  58.41  58.95  35.43  36.06  36.15
     5225   200   5.02   5.47   5.52  47.65  52.28  54.56  50.36  58.27  59.24  32.93  35.90  36.23
     6326   200   5.40   5.49   5.50  48.44  52.65  54.81  57.63  58.62  59.35  35.52  36.18  36.30
     7658   200   5.45   5.53   5.54  50.30  53.87  56.02  58.26  59.26  60.01  35.68  36.23  36.32
     9271   200   4.89   5.49   5.54  43.61  49.26  51.22  52.92  58.70  59.49  32.70  36.05  36.36
    11223   200   5.42   5.52   5.53  46.51  49.69  51.01  57.36  59.16  59.58  35.71  36.31  36.38
    13587   200   5.45   5.55   5.56  45.77  49.24  50.26  56.94  58.58  59.12  35.62  36.32  36.38
    16448   200   5.00   5.52   5.57  42.42  48.56  49.39  51.96  57.16  57.88  32.04  34.96  35.33
    19912   200   5.47   5.57   5.58  43.99  47.93  48.23  49.20  50.15  50.24  29.42  29.95  30.00
    24106   200   5.53   5.58   5.58  43.04  45.91  46.15  43.82  44.38  44.45  28.35  28.72  28.78
    29182   200   5.12   5.54   5.57  37.85  42.73  43.14  36.86  40.20  40.44  26.12  28.56  28.75
    35328   200   5.49   5.57   5.58  38.91  40.30  40.41  39.63  40.18  40.24  28.04  28.69  28.75
    42768   200   5.05   5.54   5.58  34.61  38.00  38.29  36.86  39.95  40.22  25.77  28.54  28.76
    51775   200   5.47   5.57   5.58  35.75  36.58  36.68  39.35  40.17  40.24  28.18  28.69  28.76
    62679   200   5.52   5.57   5.58  34.66  35.19  35.25  39.77  40.19  40.23  28.41  28.80  30.19
    75879   200   5.02   5.54   5.58  30.92  33.93  34.18  36.31  39.93  40.23  26.11  28.54  28.76
    91859   200   5.46   5.57   5.58  32.43  33.21  33.29  39.43  40.16  40.23  28.34  28.70  28.77
   111204   200   4.99   5.54   5.58  29.50  32.37  32.59  36.31  39.97  40.23  25.92  28.59  30.16
   134623   200   5.54   5.58   5.59  31.52  32.01  32.06  39.33  39.94  39.98  28.25  28.67  30.10
   162975   200   5.48   5.58   5.59  30.81  31.51  31.57  38.77  39.43  39.48  28.12  28.50  29.69
   197297   200   5.07   5.56   5.60  27.71  30.87  31.10  33.13  39.13  39.44  25.18  28.18  28.40
   238847   200   5.56   5.60   5.60  30.35  30.79  30.83  39.08  39.51  39.55  28.01  28.43  29.87
   289148   200   5.07   5.56   5.61  27.47  30.34  30.55  35.61  39.39  39.64  25.31  28.21  28.40
   350042   200   5.47   5.60   5.61  29.39  30.25  30.31  38.41  39.36  39.41  27.93  28.36  28.41
   423760   200   5.49   5.61   5.62  28.87  29.99  30.05  38.63  39.43  39.49  27.87  28.35  28.41
   513003   200   5.08   5.59   5.63  26.85  29.70  29.90  35.22  39.31  39.58  25.39  28.22  28.41
   621041   200   5.48   5.64   5.65  28.54  29.59  29.66  38.94  39.46  39.51  27.85  28.36  28.41
   751831   200   5.11   5.62   5.67  26.36  29.27  29.48  34.73  39.26  39.59  25.54  28.21  28.42
   910165   200   5.46   5.68   5.69  27.83  29.16  29.22  38.69  39.48  39.54  27.93  28.36  28.41
  1101844   200   5.47   5.71   5.72  27.45  28.90  28.96  38.90  39.60  39.65  27.87  28.38  28.42
  1333891   200   5.17   5.72   5.76  25.87  28.34  28.57  35.43  39.35  39.63  23.57  28.19  28.42
  1614805   200   5.48   5.80   5.81  23.85  26.59  26.68  37.56  38.24  38.33  26.94  27.43  27.50
  1954880   200   5.23   5.79   5.82  17.61  19.36  19.48  27.96  30.81  30.96  20.75  22.74  22.88
  2366574   200   5.25   5.84   5.86  12.56  13.97  14.02  23.03  23.68  23.74  18.82  19.12  19.82
  2864970   200   5.22   5.81   5.85  10.52  11.68  11.78  19.56  21.13  21.26  16.15  17.65  17.76
  3468328   200   5.48   5.85   5.87  11.37  12.00  12.03  20.19  20.45  20.50  16.74  16.92  16.98
  4198751   200   5.29   5.86   5.90   8.94   9.78   9.87  18.73  20.27  20.40  15.03  16.60  16.76
  5083000   200   5.48   5.83   5.84  10.28  10.93  10.96  19.88  20.05  20.11  16.56  16.76  16.84
  6153470   200   5.40   5.87   5.91   8.22   8.88   8.95  18.90  20.28  20.43  15.35  16.57  16.73
  7449379   200   5.48   5.83   5.84   8.15   8.67   8.71  19.81  20.07  20.13  16.54  16.75  16.86
  9018204   200   5.37   5.99   6.04   7.83   8.60   8.67  19.22  20.80  20.96  15.41  16.34  16.48
 10917420   200   5.56   5.94   5.95   7.84   8.35   8.37  20.23  20.47  20.55  16.37  16.57  16.64
 13216608   200   5.23   5.84   5.88   9.02  10.06  10.14  18.37  20.09  20.21  15.16  16.60  16.74
 16000000   200   5.53   5.81   5.82   9.48   9.93   9.96  19.66  19.88  19.93  16.65  16.80  16.88

